,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
10760,98728,DPW Maintained,Sycamore: London Plane,360 Grove St,4.0,Sidewalk: Curb side : Cutout,DPW for City Agency,,14,3x3,37.77800414,-122.422252
10763,192998,DPW Maintained,Southern Magnolia,901 Rankin St,12.0,Sidewalk: Property side : Yard,Private,,2,Width 3ft,37.74135807,-122.3954147
10765,229473,DPW Maintained,Southern Magnolia,1504 Church St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.74666069,-122.4270529
10766,103147,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2400 Green St,2.0,Sidewalk: Curb side : Cutout,Private,,14,4x7,37.79578261,-122.4387556
10767,38851,DPW Maintained,Victorian Box,1581 20th Ave,2.0,Sidewalk: Curb side : Cutout,Private,11/2/98 0:00,7,,37.75828854,-122.4779131
10772,40682,DPW Maintained,Cherry Plum,282 Maynard St,1.0,Sidewalk: Curb side : Cutout,Private,8/10/99 0:00,6,,37.7294389,-122.4241413
10774,103154,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',3200 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,,10,5x6,37.79908538,-122.4358189
10775,29093,DPW Maintained,Brisbane Box,440 Ellis St,1.0,Sidewalk: Curb side : Cutout,DPW,11/19/05 0:00,3,3x3,37.7848341,-122.4134993
10777,10449,DPW Maintained,Swamp Myrtle,1530 Haight St,1.0,Sidewalk: Curb side : Cutout,Private,9/22/11 0:00,20,3x3,37.76999619,-122.4475685
10781,15911,DPW Maintained,Swamp Myrtle,5694X Mission St,2.0,Sidewalk: Curb side : Cutout,DPW,2/23/95 0:00,6,3x3,37.71026283,-122.4487688
10783,7987,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2123 Franklin St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.79419115,-122.4248853
10784,102308,Undocumented,Swamp Myrtle,1320 Stevenson St,3.0,Sidewalk: Curb side : Cutout,Private,,3,3x3,37.77086845,-122.4225144
10785,35925,DPW Maintained,Hybrid Strawberry Tree,2660 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,4/24/98 0:00,17,3x3,37.79286767,-122.4390751
10786,202371,DPW Maintained,Brisbane Box,399 Spear St,7.0,Sidewalk: Curb side : Cutout,Private,,16,Width 5ft,37.78966078,-122.3903175
10791,119169,DPW Maintained,Swamp Myrtle,720 La Playa,1.0,Sidewalk: Curb side : Cutout,DPW,,0,Width 3ft,37.77471862,-122.5100561
10800,86513,DPW Maintained,Swamp Myrtle,1244 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/21/06 0:00,3,3x3,37.76415076,-122.4856803
10802,181980,DPW Maintained,New Zealand Xmas Tree,2736 Ulloa St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 0ft,37.74080699,-122.4858749
10806,26596,DPW Maintained,Southern Magnolia,1575 Bay Shore Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,10/26/12 12:22,3,3X3,37.72412707,-122.4009031
10809,76211,Undocumented,Brisbane Box,49 Townsend St,1.0,Sidewalk: Curb side : Cutout,Private,6/1/96 0:00,10,4x4,37.7811601,-122.3890524
10814,99838,Permitted Site,Swamp Myrtle,1399X FUNSTON AVE,6.0,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.76291697,-122.4705326
10816,118674,DPW Maintained,New Zealand Xmas Tree,4825 Balboa St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.77503284,-122.5105663
10817,188192,DPW Maintained,Hybrid Strawberry Tree,860x Jamestown Ave,7.0,Median : Cutout,DPW,,2,Width 5ft,37.71727396,-122.3910941
10819,194801,DPW Maintained,Victorian Box,659 Howard St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.785672,-122.3994858
10821,95149,DPW Maintained,New Zealand Xmas Tree,250 23rd Ave,5.0,Sidewalk: Curb side : Cutout,SFUSD,,15,,37.78283781,-122.4827211
10822,131619,DPW Maintained,New Zealand Xmas Tree,2740 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.80782077,-122.4156443
10823,129965,DPW Maintained,Brisbane Box,11 Hemlock St,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.78744108,-122.4185653
10828,250869,DPW Maintained,Kwanzan Flowering Cherry,133 30th Ave,2.0,Sidewalk: Curb side : Yard,Private,,6,Width 4ft,37.78561658,-122.4905928
10829,242068,DPW Maintained,Swamp Myrtle,4399 25th St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.74938059,-122.4381629
10834,135473,DPW Maintained,Sycamore: London Plane,153 Washington St,5.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.7962811,-122.3971322
10835,194887,DPW Maintained,Victorian Box,390 China Basin St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 5ft,37.77203656,-122.3900992
10836,85587,DPW Maintained,Southern Magnolia,1536 Palou Ave,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/07 0:00,3,3x3,37.73338141,-122.3896918
10837,234788,DPW Maintained,Sycamore: London Plane,225 30th St,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.74211891,-122.4251239
10840,67560,DPW Maintained,Southern Magnolia,627 Wisconsin St,1.0,Sidewalk: Curb side : Cutout,Private,10/5/92 0:00,11,,37.75898422,-122.3990041
10841,128717,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',533 Jackson St,1.0,Sidewalk: Curb side : Pot,Private,,5,Width 4ft,37.79622509,-122.404626
10843,106530,DPW Maintained,Sycamore: London Plane,250 Laurel St,4.0,Sidewalk: Curb side : Cutout,Private,5/7/14 0:00,1,,37.78888972,-122.4504584
10844,176470,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',130 Sweeny St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.7329858,-122.4080809
10848,237078,DPW Maintained,Kwanzan Flowering Cherry,1213 San Bruno Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.75394436,-122.4043456
10851,138187,DPW Maintained,Cherry Plum,1865 Buchanan St,7.0,Sidewalk: Curb side : Cutout,DPW,2/18/98 0:00,6,Width 0ft,37.78674664,-122.4301174
10852,127948,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',913 Front St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.79892587,-122.4000004
10853,239425,DPW Maintained,Kwanzan Flowering Cherry,415 Eureka St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.75560673,-122.4377014
10855,230748,DPW Maintained,Southern Magnolia,301 Douglass St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.75880278,-122.4390996
10857,53062,DPW Maintained,Southern Magnolia,2414 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,8/8/06 0:00,7,,37.79333076,-122.4353855
10861,83455,DPW Maintained,Brisbane Box,729 Tennessee St,4.0,Sidewalk: Curb side : Cutout,Private,,8,,37.76269704,-122.3896066
10869,35385,DPW Maintained,Brisbane Box,567 Vermont St,1.0,Sidewalk: Curb side : Cutout,Private,2/23/98 0:00,10,,37.76248553,-122.4041943
10870,214214,DPW Maintained,Cherry Plum,8 Edgehill Way,2.0,Sidewalk: Curb side : Yard,Private,,3,Width 3ft,37.74347782,-122.4603154
10879,86363,DPW Maintained,Hybrid Strawberry Tree,2519 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/18/06 0:00,3,3x3,37.7405069,-122.4820456
10881,235607,DPW Maintained,Sycamore: London Plane,661 Valencia St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.7623327,-122.4215344
10883,2197,DPW Maintained,New Zealand Xmas Tree,1100 Broderick St,3.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.78057349,-122.4405534
10886,8320,DPW Maintained,Sycamore: London Plane,1100X Geary Blvd,9.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.78574751,-122.4214557
10888,208578,DPW Maintained,Southern Magnolia,245 Irving St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.76419953,-122.4607743
10889,88658,DPW Maintained,Sycamore: London Plane,716 Hayes St,2.0,Sidewalk: Curb side : Cutout,Private,8/5/08 0:00,5,3x3,37.77626665,-122.4283645
10893,186257,DPW Maintained,New Zealand Xmas Tree,1800 Sunset Blvd,1.0,Sidewalk: Curb side : Yard,Private,,18,Width 0ft,37.75191606,-122.4949663
10895,219914,DPW Maintained,Hybrid Strawberry Tree,2812 Harrison St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75246706,-122.4119186
10897,231231,DPW Maintained,New Zealand Xmas Tree,2055 Bryant St,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 5ft,37.76110074,-122.4099523
10901,238602,DPW Maintained,Sycamore: London Plane,4808 25th St,2.0,Sidewalk: Curb side : Pot,Private,,11,Width 10ft,37.7491876,-122.4429244
10902,232647,DPW Maintained,New Zealand Xmas Tree,237 Banks St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.73975386,-122.4126778
10909,141312,DPW Maintained,Cherry Plum,690 SPRUCE ST,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.78203551,-122.4531662
10910,7889,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1187 Franklin St,6.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.78476503,-122.4229817
10911,230619,DPW Maintained,Southern Magnolia,293 Jersey St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.75058343,-122.4315169
10912,208452,Permitted Site,Brisbane Box,149 Dorado Ter,1.0,Sidewalk: Curb side : Cutout,Private,5/24/90 0:00,13,Width 3ft,37.72677597,-122.4614785
10913,182634,DPW Maintained,Cherry Plum,1892 23rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.75233219,-122.4805561
10914,29836,DPW Maintained,Southern Magnolia,1700X Evans Ave,3.0,Sidewalk: Curb side : Cutout,PUC,9/11/06 0:00,3,4X4,37.74436771,-122.3907047
10921,8448,DPW Maintained,Sycamore: London Plane,1801 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,18,3x3,37.78449115,-122.4311673
10922,201103,DPW Maintained,Brisbane Box,501 Hampshire St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.76242193,-122.4081319
10923,141730,DPW Maintained,Sycamore: London Plane,1539 LAGUNA ST,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 0ft,37.78475115,-122.4282536
10924,4141,DPW Maintained,Sycamore: London Plane,3620 Cesar Chavez St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3x3,37.74817463,-122.4219821
10926,127228,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2701 Green St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.79500765,-122.4438521
10927,32292,DPW Maintained,Brisbane Box,33 Ford St,1.0,Sidewalk: Curb side : Cutout,Private,2/10/17 0:00,3,,37.7618429,-122.4314123
10928,235220,DPW Maintained,Victorian Box,811 Noe St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.7558415,-122.4322029
10929,214759,DPW Maintained,Kwanzan Flowering Cherry,345 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 2ft,37.7248446,-122.4573342
10930,134398,DPW Maintained,Sycamore: London Plane,388 Elm St,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.78115036,-122.423491
10935,9963,DPW Maintained,Sycamore: London Plane,700X Grove St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.77724354,-122.4281332
10938,91946,DPW Maintained,Kwanzan Flowering Cherry,839 Irving St,1.0,Sidewalk: Curb side : Cutout,DPW,2/19/09 0:00,3,3x3,37.76396355,-122.4667299
10940,59839,DPW Maintained,New Zealand Xmas Tree,1201 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,9/23/81 0:00,3,,37.72976741,-122.3836854
10943,126750,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1755 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.79888072,-122.4284778
10944,90990,DPW Maintained,New Zealand Xmas Tree,2801 Balboa St,2.0,Sidewalk: Curb side : Cutout,DPW,7/23/12 0:00,3,3x3,37.7760133,-122.4890841
10949,2047,DPW Maintained,Brisbane Box,701X Bosworth St,2.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.73374208,-122.4356946
10953,39276,Permitted Site,Sycamore: London Plane,2030 Harrison St,1.0,Sidewalk: Curb side : Cutout,Private,12/21/98 0:00,10,3x3,37.76460553,-122.4131317
10954,7824,DPW Maintained,Victorian Box,807 Franklin St,1.0,Sidewalk: Curb side : Cutout,Private,3/20/19 0:00,3,4x4,37.78215417,-122.4224535
10959,100515,Undocumented,Hybrid Strawberry Tree,1X Treat Ave,7.0,Sidewalk: Property side : Cutout,Private,,3,18x18,37.76863376,-122.4117436
10960,23015,DPW Maintained,Brisbane Box,790 Valencia St,2.0,Sidewalk: Curb side : Cutout,DPW,,40,3X3,37.76053243,-122.421627
10961,241559,DPW Maintained,Swamp Myrtle,265 Carl St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.76522747,-122.4537901
10963,89645,DPW Maintained,Hybrid Strawberry Tree,3201 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/08 0:00,3,3x3,37.77816801,-122.482918
10964,26339,DPW Maintained,Swamp Myrtle,2604 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,3/17/06 0:00,3,3X3,37.7160666,-122.4506063
10969,130337,DPW Maintained,Brisbane Box,19 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.8047313,-122.4049089
10970,237426,DPW Maintained,Kwanzan Flowering Cherry,4301 26th St,6.0,Sidewalk: Property side : Yard,Private,,7,Width 8ft,37.7478763,-122.4362557
10973,190317,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',236 01st St,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.78816708,-122.3957414
10974,127355,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2018 Webster St,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.78976592,-122.4322567
10976,211748,DPW Maintained,Victorian Box,580 Magellan Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.74419349,-122.4676964
10977,142127,DPW Maintained,Victorian Box,1221 SCOTT ST,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.77692587,-122.4365483
10978,137856,DPW Maintained,Southern Magnolia,2101 Pine St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.78827711,-122.4305236
10981,51390,DPW Maintained,Cherry Plum,74 Kissling St,1.0,Sidewalk: Curb side : Cutout,Private,10/13/04 0:00,7,,37.77294232,-122.4147015
10985,18787,Permitted Site,New Zealand Xmas Tree,345X Roosevelt Way,5.0,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.76523113,-122.4422101
10991,235612,DPW Maintained,Sycamore: London Plane,621 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.76297061,-122.4215887
10992,122644,Private,Swamp Myrtle,300X Oak St,13.0,Sidewalk: Curb side : Cutout,Private,11/10/16 0:00,3,3X3,37.77487221,-122.4243091
10993,14288,DPW Maintained,Sycamore: London Plane,2145 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.76670281,-122.4297004
10999,208380,DPW Maintained,Brisbane Box,2153 17th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.74771823,-122.4739485
11000,123079,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',738 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.77431439,-122.4701609
11003,231298,DPW Maintained,New Zealand Xmas Tree,409 29th St,1.0,Sidewalk: Curb side : Cutout,Private,,18,Width 2ft,37.74347937,-122.4293229
11004,229419,DPW Maintained,Southern Magnolia,740 Hampshire St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75998982,-122.4081138
11011,102879,Permitted Site,Swamp Myrtle,1680X Revere Ave,1.0,Sidewalk: Curb side : Cutout,Public Library,7/23/10 0:00,2,4x4,37.73245303,-122.3910229
11012,192017,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',477 Brannan St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.77838426,-122.3962883
11015,10554,DPW Maintained,Brisbane Box,234 Harbor Rd,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X4,37.73309604,-122.3790101
11016,250444,DPW Maintained,New Zealand Xmas Tree,120 Seacliff Ave,3.0,Sidewalk: Curb side : Yard,Private,,15,Width 4ft,37.78882206,-122.4870313
11024,139662,DPW Maintained,Swamp Myrtle,1800 TURK ST,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.77967885,-122.43918
11029,53163,DPW Maintained,Southern Magnolia,1094 Gilman Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/2/06 0:00,4,3x9,37.71929323,-122.389836
11034,91913,Permitted Site,Victorian Box,1701X Irving St,2.0,Sidewalk: Curb side : Cutout,Public Library,12/15/08 0:00,3,3x3,37.76355243,-122.4760841
11037,126725,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2600 Green St,4.0,Sidewalk: Curb side : Yard,Private,,7,Width 3ft,37.79534956,-122.442156
11038,32715,DPW Maintained,Brisbane Box,1105 Larkin St,2.0,Sidewalk: Curb side : Cutout,Private,10/29/96 0:00,6,,37.78828783,-122.4186136
11046,229481,DPW Maintained,Southern Magnolia,1605 Church St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.74514455,-122.4267067
11052,134349,DPW Maintained,Sycamore: London Plane,838 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,8,Width 4ft,37.78529626,-122.4065513
11053,237184,DPW Maintained,Kwanzan Flowering Cherry,2989 Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.74821923,-122.4094849
11055,18974,DPW Maintained,Victorian Box,2915X Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,,5,3X3,37.78888627,-122.4410504
11058,258171,DPW Maintained,Southern Magnolia,100 Dartmouth St,3.0,Sidewalk: Curb side : Cutout,DPW,,3,,37.72911948,-122.4130363
11059,95950,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',783 Vallejo St,3.0,Sidewalk: Curb side : Cutout,Private,,15,3x3,37.7983443,-122.4101486
11061,30555,DPW Maintained,Swamp Myrtle,401 Tunnel Ave,9.0,Sidewalk: Curb side : Cutout,Private,1/25/95 0:00,3,,37.70921569,-122.4012593
11063,127824,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2700 Van Ness Ave,2.0,Sidewalk: Curb side : Cutout,Private,,19,Width 5ft,37.80059822,-122.4242321
11065,238436,DPW Maintained,Kwanzan Flowering Cherry,404 Loma Vista Ter,1.0,Sidewalk: Curb side : Yard,Private,,3,Width 3ft,37.76473945,-122.4433302
11067,234763,DPW Maintained,Sycamore: London Plane,480 Duboce Ave,1.0,Sidewalk: Curb side : Cutout,Private,,23,Width 3ft,37.76942101,-122.4310134
11068,18668,Permitted Site,Sycamore: London Plane,78X Richardson Ave,3.0,Sidewalk: Curb side : Cutout,Private,2/28/95 0:00,6,3X3,37.79939117,-122.4454717
11069,135844,DPW Maintained,Cherry Plum,1155 Greenwich St,1.0,Sidewalk: Curb side : Yard,Private,,7,Width 6ft,37.8010958,-122.4186804
11073,37530,DPW Maintained,Brisbane Box,808 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,6/22/98 0:00,7,,37.78859018,-122.4151378
11075,132527,DPW Maintained,Victorian Box,2400 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 2ft,37.80002058,-122.4430764
11081,206152,DPW Maintained,Victorian Box,1491 08th Ave,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.76063207,-122.4650867
11082,28356,DPW Maintained,Kwanzan Flowering Cherry,3188 Cesar Chavez St,2.0,Sidewalk: Curb side : Cutout,DPW,2/2/01 0:00,3,3X3,37.74837485,-122.4134063
11085,15924,Permitted Site,Swamp Myrtle,5732 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,2/23/95 0:00,6,3X3,37.70984002,-122.4500346
11086,86456,DPW Maintained,Hybrid Strawberry Tree,2270 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/28/06 0:00,3,3x3,37.74511753,-122.4843619
11087,183025,DPW Maintained,New Zealand Xmas Tree,2550 41st Ave,3.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.7393213,-122.4989994
11088,86040,DPW Maintained,Hybrid Strawberry Tree,1307 28th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/12/07 0:00,3,3x3,37.76291757,-122.4868284
11089,62253,DPW Maintained,Cherry Plum,415 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/3/85 0:00,3,,37.72519584,-122.4388229
11092,105164,DPW Maintained,New Zealand Xmas Tree,1600X Oakdale Ave,3.0,Sidewalk: Curb side : Cutout,Arts Commission,,15,5x5,37.73513029,-122.391099
11093,133881,DPW Maintained,Sycamore: London Plane,2864 Broadway,2.0,Sidewalk: Curb side : Cutout,DPW,,15,Width 4ft,37.79316015,-122.4442416
11094,123345,DPW Maintained,New Zealand Xmas Tree,419 04th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.78070895,-122.4622004
11098,195035,DPW Maintained,Sycamore: London Plane,606 02nd St,5.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.78446384,-122.395481
11099,127205,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',30 Presidio Ave,5.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79141275,-122.4475528
11100,175264,DPW Maintained,Hybrid Strawberry Tree,63 Prague St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 1ft,37.72120503,-122.4254191
11104,11032,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1500 Hyde St,1.0,Sidewalk: Curb side : Cutout,Private,,70,3X3,37.79469423,-122.4180571
11106,12914,DPW Maintained,New Zealand Xmas Tree,2961X Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,10,3x3,37.71144214,-122.4525558
11107,176477,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',37 Seville St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.71202871,-122.4345303
11108,28645,DPW Maintained,Cherry Plum,1600X Webster St,2.0,Median : Cutout,DPW,,12,6,37.78536838,-122.4312722
11110,140589,DPW Maintained,Victorian Box,1277 MCALLISTER ST,1.0,Sidewalk: Curb side : Cutout,DPW,9/16/93 0:00,12,Width 0ft,37.7784025,-122.4330637
11111,87626,DPW Maintained,Hybrid Strawberry Tree,800X Junipero Serra Blvd,29.0,Sidewalk: Curb side : Cutout,DPW,1/18/08 0:00,3,3x3,37.72420094,-122.4723634
11114,6168,DPW Maintained,Brisbane Box,1075 Ellis St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.78338872,-122.4238176
11117,201594,DPW Maintained,Brisbane Box,501 Donahue St,6.0,Sidewalk: Curb side : Cutout,Private,7/12/17 0:00,3,Width 4ft,37.72848733,-122.3703643
11119,224829,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',3762 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,,21,Width 3ft,37.75340388,-122.426821
11125,195325,DPW Maintained,Sycamore: London Plane,90 Mission St,6.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.79281463,-122.3938594
11126,193814,DPW Maintained,New Zealand Xmas Tree,290 Utah St,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.76603602,-122.4066779
