,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
20322,135343,DPW Maintained,Sycamore: London Plane,400 Market St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 5ft,37.79245062,-122.3974374
20323,18067,DPW Maintained,Brisbane Box,2917 Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,6/22/16 15:10,3,3X3,37.78658464,-122.4438481
20327,195277,DPW Maintained,Sycamore: London Plane,555 Market St,16.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.7902258,-122.3999515
20328,184475,DPW Maintained,Swamp Myrtle,1532 Rivera St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.74654355,-122.4830238
20330,205018,DPW Maintained,Hybrid Strawberry Tree,259 Flood Ave,1.0,Sidewalk: Curb side : Pot,Private,,8,Width 4ft,37.72982263,-122.4456265
20331,232423,DPW Maintained,Swamp Myrtle,3590 21st St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.75658637,-122.4274288
20332,29995,DPW Maintained,Swamp Myrtle,734 14th St,1.0,Sidewalk: Curb side : Cutout,DPW,1/19/07 0:00,3,3x3,37.76775868,-122.4296563
20334,234770,DPW Maintained,Sycamore: London Plane,82 Gough St,5.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.77392268,-122.4222879
20337,140703,DPW Maintained,Cherry Plum,1953 HAYES ST,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.77355664,-122.4485832
20340,212874,DPW Maintained,Cherry Plum,1515 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.75956139,-122.4758408
20342,214968,DPW Maintained,Swamp Myrtle,2 Juanita Way,1.0,Sidewalk: Curb side : Pot,Private,,3,Width 4ft,37.74450014,-122.4517797
20347,235571,DPW Maintained,Sycamore: London Plane,2929 19th St,6.0,Sidewalk: Curb side : Cutout,Private,,23,Width 4ft,37.76036199,-122.4111828
20348,143360,DPW Maintained,New Zealand Xmas Tree,1699 UNION ST,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.79811723,-122.426951
20350,39467,DPW Maintained,Brisbane Box,300 Clay St,4.0,Sidewalk: Curb side : Cutout,Private,12/28/98 0:00,8,,37.79527299,-122.3991628
20352,181978,DPW Maintained,New Zealand Xmas Tree,2728 Ulloa St,1.0,Sidewalk: Curb side : Yard,Private,,14,Width 0ft,37.74081359,-122.4857592
20355,130131,DPW Maintained,Brisbane Box,400 Franklin St,15.0,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.77945627,-122.4217241
20358,219856,DPW Maintained,Hybrid Strawberry Tree,3601 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.74138051,-122.4131809
20363,118604,DPW Maintained,New Zealand Xmas Tree,249 Point Lobos Ave,3.0,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.77979751,-122.5059629
20365,21633,DPW Maintained,New Zealand Xmas Tree,1615 Sutter St,7.0,Sidewalk: Curb side : Cutout,Private,,12,4X4,37.78677373,-122.4272979
20367,31460,DPW Maintained,Cherry Plum,625 Douglass St,2.0,Sidewalk: Curb side : Cutout,Private,5/1/95 0:00,3,,37.75336621,-122.4386249
20368,30975,DPW Maintained,Hybrid Strawberry Tree,1950 Jackson St,2.0,Sidewalk: Curb side : Cutout,Private,3/13/95 0:00,24,6x9,37.79348296,-122.4271384
20369,175307,DPW Maintained,Hybrid Strawberry Tree,1742 Geneva Ave,8.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.71048766,-122.4253122
20371,239430,DPW Maintained,Kwanzan Flowering Cherry,161 Grand View Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.7556605,-122.4400354
20374,119955,DPW Maintained,Kwanzan Flowering Cherry,330 28th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.78312074,-122.4881041
20380,50039,DPW Maintained,Hybrid Strawberry Tree,627 Woolsey St,1.0,Sidewalk: Curb side : Cutout,Private,7/28/03 0:00,5,,37.72373442,-122.4080783
20382,109290,Permitted Site,Kwanzan Flowering Cherry,2X Clover St,4.0,Sidewalk: Curb side : Cutout,Private,2/6/15 0:00,3,3x3,37.76007684,-122.4415276
20383,230458,DPW Maintained,Southern Magnolia,295 Precita Ave,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.74736485,-122.414582
20384,25398,DPW Maintained,Hybrid Strawberry Tree,855 Geneva Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/27/96 0:00,20,3X3,37.7172246,-122.4414091
20391,29088,Permitted Site,Swamp Myrtle,2240 Bryant St,4.0,Sidewalk: Curb side : Cutout,Private,2/8/06 0:00,3,3x3,37.75852831,-122.4097522
20392,171230,DPW Maintained,Brisbane Box,95 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,11/27/19 0:00,3,Width 3ft,37.72680145,-122.4298952
20395,85723,DPW Maintained,Southern Magnolia,1055 Howard St,1.0,Sidewalk: Curb side : Cutout,DPW,4/30/07 0:00,3,3x3,37.77858668,-122.4084422
20400,192983,DPW Maintained,Southern Magnolia,1133 Kansas St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75540499,-122.4025506
20401,12137,DPW Maintained,Swamp Myrtle,1400X La Salle Ave,17.0,Sidewalk: Curb side : Cutout,DPW,1/28/16 9:03,3,3X3,37.73439076,-122.3857072
20408,138777,DPW Maintained,Sycamore: London Plane,1837 STEINER ST,2.0,Sidewalk: Curb side : Cutout,Private,,17,Width 0ft,37.78636328,-122.4351101
20413,140803,DPW Maintained,Cherry Plum,90 COMMONWEALTH AVE,1.0,Sidewalk: Curb side : Yard,Private,,3,Width 0ft,37.78429666,-122.4556427
20414,208711,DPW Maintained,Southern Magnolia,1590 09th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 5ft,37.75866381,-122.4658648
20415,56928,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',990 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,8/15/74 0:00,22,,37.80158032,-122.415819
20418,132486,DPW Maintained,Victorian Box,2445 Union St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.79653079,-122.4394334
20419,84909,DPW Maintained,Hybrid Strawberry Tree,5546 Anza St,3.0,Sidewalk: Curb side : Cutout,DPW,4/3/07 0:00,3,,37.77718644,-122.507967
20420,229306,DPW Maintained,Southern Magnolia,61 Fair Oaks St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75574155,-122.4242918
20421,214673,DPW Maintained,Kwanzan Flowering Cherry,315 Vicente St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.73946644,-122.4703393
20425,117453,Planning Code 138.1 required,Swamp Myrtle,236 Shipley St,1.0,Sidewalk: Curb side : Cutout,Private,,3,3x3,37.77921752,-122.4036522
20428,66092,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1045 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,9/20/91 0:00,13,,37.80038324,-122.4167231
20429,14299,DPW Maintained,Sycamore: London Plane,2175 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.76625656,-122.4303247
20430,127622,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1137 Bush St,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.78917964,-122.4159772
20431,64913,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',50 California St,1.0,Sidewalk: Curb side : Cutout,Private,3/21/89 0:00,17,,37.79366637,-122.3971291
20432,112177,DPW Maintained,Sycamore: London Plane,607 29th Ave,3.0,Sidewalk: Curb side : Cutout,Private,12/17/15 0:00,9,3x3,37.77771972,-122.488947
20433,185181,DPW Maintained,Swamp Myrtle,2500 Sunset Blvd,33.0,Sidewalk: Property side : Yard,Private,,8,Width 0ft,37.73939403,-122.4938322
20437,249406,DPW Maintained,Sycamore: London Plane,430 Turk St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78256115,-122.4164164
20441,140753,DPW Maintained,Victorian Box,25 Beideman St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.78196151,-122.4383862
20444,124628,DPW Maintained,Cherry Plum,739 Euclid Ave,1.0,Sidewalk: Property side : Yard,Private,,2,Width 5ft,37.78379767,-122.4574852
20445,229682,DPW Maintained,Southern Magnolia,1369 Alabama St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.74998881,-122.4106401
20446,225319,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',100 Oak St,5.0,Sidewalk: Curb side : Cutout,Private,,19,Width 4ft,37.77518015,-122.4219753
20448,224862,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',4354 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 5ft,37.75268581,-122.4398265
20449,132829,DPW Maintained,Victorian Box,2915 Sacramento St,4.0,Sidewalk: Curb side : Cutout,Private,,14,Width 5ft,37.78890139,-122.4408937
20450,131411,DPW Maintained,New Zealand Xmas Tree,1824 Jackson St,2.0,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.79373169,-122.4251306
20453,162605,DPW Maintained,Brisbane Box,154 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,,0,3x3,37.72106208,-122.4570876
20454,211537,DPW Maintained,Victorian Box,1418 14th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.76149866,-122.4714349
20456,232767,DPW Maintained,New Zealand Xmas Tree,111 Diamond St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.76061986,-122.4371235
20457,75865,Undocumented,Brisbane Box,598x Ellis St,1.0,Sidewalk: Curb side : Cutout,Private,5/29/82 0:00,3,,37.78448799,-122.4159885
20459,29235,DPW Maintained,Hybrid Strawberry Tree,1902X 41st Ave,18.0,Sidewalk: Curb side : Cutout,DPW,3/18/06 0:00,3,3X3,37.75124672,-122.4998218
20463,194665,DPW Maintained,Victorian Box,954 De Haro St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75772935,-122.4010177
20464,230444,DPW Maintained,Southern Magnolia,11 Coso Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.74650522,-122.4181016
20465,218712,DPW Maintained,Swamp Myrtle,551 Pacheco St,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.75087808,-122.4662304
20468,108694,Permitted Site,Kwanzan Flowering Cherry,1950X Beach St,3.0,Sidewalk: Curb side : Cutout,Private,1/2/15 0:00,3,3x3,37.80391014,-122.4406133
20474,116452,DPW Maintained,Southern Magnolia,58 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,4x4,37.78745398,-122.4646689
20476,211552,DPW Maintained,Victorian Box,100 San Fernando Way,2.0,Sidewalk: Curb side : Yard,Private,,23,Width 6ft,37.73460661,-122.4696197
20480,138853,DPW Maintained,Southern Magnolia,521 Ivy St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.77686512,-122.426682
20481,49515,DPW Maintained,Kwanzan Flowering Cherry,2360@ FILLMORE Broadway,1.0,Sidewalk: Curb side : Cutout,Private,4/23/03 0:00,4,,37.79423318,-122.4358709
20483,179323,DPW Maintained,Swamp Myrtle,100 Merrill St,1.0,Sidewalk: Curb side : Cutout,DPW,,11,Width 3ft,37.73237386,-122.4094344
20484,143305,DPW Maintained,Sycamore: London Plane,1066 MARKET ST,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.78177146,-122.4110271
20485,959,DPW Maintained,New Zealand Xmas Tree,1536 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,20,3X3,37.72773312,-122.435536
20487,229712,DPW Maintained,Southern Magnolia,159 Bartlett St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.75445437,-122.4197063
20490,28522,DPW Maintained,Sycamore: London Plane,345X 06th St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3x3,37.77789788,-122.4046233
20491,238684,DPW Maintained,Sycamore: London Plane,100 Clifford Ter,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.76409545,-122.4445204
20492,19556,Permitted Site,New Zealand Xmas Tree,399X Saint Joseph's Ave,4.0,Sidewalk: Curb side : Cutout,Private,,3,3X3,37.7828307,-122.4428615
20496,31788,DPW Maintained,Kwanzan Flowering Cherry,160 Alpine Ter,1.0,Sidewalk: Curb side : Cutout,Private,6/19/95 0:00,4,,37.76797104,-122.4374373
20498,208729,DPW Maintained,Southern Magnolia,1708 10th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.75618997,-122.466755
20499,123933,DPW Maintained,Cherry Plum,1 08th Ave,2.0,Sidewalk: Curb side : Yard,Private,,11,,37.78685578,-122.466935
20501,20469,DPW Maintained,Sycamore: London Plane,1203X Sunset Blvd,3.0,Sidewalk: Curb side : Cutout,Rec/Park,,12,40,37.76520504,-122.4958833
20503,44178,DPW Maintained,Swamp Myrtle,3898 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,10/17/07 0:00,5,3x3,37.7887885,-122.4571116
20504,13434,DPW Maintained,Sycamore: London Plane,2X Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,6,4X4,37.79448363,-122.3950546
20505,123215,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',598 09th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.77723564,-122.4671522
20506,132638,DPW Maintained,Victorian Box,3299 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.79057215,-122.4490399
20508,23065,DPW Maintained,Brisbane Box,1171 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,4/29/92 0:00,20,3X3,37.75422083,-122.4207613
20512,224961,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',421 Vicksburg St,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.75053125,-122.4283755
20513,109266,Permitted Site,Hybrid Strawberry Tree,2215 38th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2/5/15 0:00,3,3x3,37.74553217,-122.4964238
20514,1863,DPW Maintained,Brisbane Box,2555 Bay Shore Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,4,4x4,37.70914404,-122.4048028
20520,8409,DPW Maintained,Kwanzan Flowering Cherry,1570 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,3/15/06 0:00,3,3X3,37.78496695,-122.4291647
20524,137703,DPW Maintained,Southern Magnolia,724 Lyon St,3.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.77740914,-122.4432857
20528,228616,DPW Maintained,Brisbane Box,516 Hill St,1.0,Sidewalk: Curb side : Cutout,Private,,19,Width 3ft,37.75543662,-122.4330724
20532,128577,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',201 Washington St,8.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.79588717,-122.3998259
20535,128668,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',100 Washington St,4.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.796353,-122.3974031
20536,54437,DPW Maintained,Victorian Box,417 Mississippi St,1.0,Sidewalk: Curb side : Cutout,Private,6/8/72 0:00,12,,37.76108097,-122.3943518
20541,62293,DPW Maintained,Cherry Plum,172 Beaumont Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/10/85 0:00,7,,37.77840152,-122.4544059
20545,128263,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2 Lombard St,1.0,Sidewalk: Curb side : Pot,Private,,7,Width 4ft,37.80420124,-122.4025217
20548,43418,DPW Maintained,Brisbane Box,246 02nd St,3.0,Sidewalk: Curb side : Cutout,Private,7/18/00 0:00,5,,37.78589231,-122.3972737
20549,15509,DPW Maintained,Victorian Box,2732 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,1/17/92 0:00,18,3x3,37.75325597,-122.4186286
20552,142798,DPW Maintained,Sycamore: London Plane,699X Polk St,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.78290102,-122.4192256
20557,235301,DPW Maintained,Victorian Box,395 Diamond St,5.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75627215,-122.4366941
20563,199850,DPW Maintained,Sycamore: London Plane,1601 Armstrong Ave,8.0,Sidewalk: Curb side : Cutout,Private,,24,Width 0ft,37.72636783,-122.3925984
20564,195594,DPW Maintained,Sycamore: London Plane,544 Delancey St,12.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.78369156,-122.3901063
20567,250919,DPW Maintained,New Zealand Xmas Tree,283 28th Ave,1.0,Sidewalk: Curb side : Yard,Private,,13,Width 4ft,37.78410699,-122.4883324
20568,12406,DPW Maintained,Sycamore: London Plane,1465X Geary Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,,24,3X3,37.78486209,-122.4274379
20569,202375,DPW Maintained,Brisbane Box,399 Spear St,11.0,Sidewalk: Curb side : Cutout,Private,,9,Width 5ft,37.79001605,-122.3907566
20574,120390,DPW Maintained,Swamp Myrtle,663 24th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.77699719,-122.4835226
20575,212549,DPW Maintained,Cherry Plum,145 Terrace Dr,2.0,Sidewalk: Curb side : Yard,Private,,4,Width 6ft,37.73675249,-122.4642633
20576,135505,DPW Maintained,Sycamore: London Plane,750 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.78668852,-122.4048728
20581,256313,Undocumented,Cherry Plum,130x Shipley St,2.0,Sidewalk: Curb side : Cutout,Private,10/26/18 0:00,3,3x3,37.78131306,-122.4018009
20584,24783,DPW Maintained,New Zealand Xmas Tree,25 Point Lobos Ave,4.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.77952853,-122.5036981
20585,193,DPW Maintained,Swamp Myrtle,423X Guerrero St,1.0,Sidewalk: Curb side : Cutout,DPW,3/24/08 0:00,3,3X3,37.76438292,-122.4239536
20587,7937,Permitted Site,Sycamore: London Plane,1360 Franklin St,5.0,Sidewalk: Curb side : Cutout,Private,,8,4X4,37.78708101,-122.4232637
20589,67948,DPW Maintained,Cherry Plum,491 23rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/22/93 0:00,6,ex3,37.7784484,-122.482552
20590,127403,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2030 Jackson St,2.0,Sidewalk: Curb side : Cutout,Private,,23,Width 5ft,37.79329077,-122.4286801
20593,4415,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1124 Church St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.75282999,-122.4276509
20595,31094,Permitted Site,Hybrid Strawberry Tree,25 Baden St,1.0,Sidewalk: Curb side : Cutout,Private,3/21/95 0:00,13,,37.73030774,-122.4397824
20597,39571,DPW Maintained,Kwanzan Flowering Cherry,835 Kansas St,1.0,Sidewalk: Curb side : Cutout,Private,12/28/98 0:00,8,,37.75907253,-122.4028908
20598,118724,DPW Maintained,New Zealand Xmas Tree,772 44th Ave,1.0,Sidewalk: Curb side : Yard,Private,,12,Width 4ft,37.77404981,-122.504644
20599,208728,DPW Maintained,Southern Magnolia,1728 10th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.75588984,-122.4667334
20600,195528,DPW Maintained,Sycamore: London Plane,103 Harrison St,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.78833661,-122.3899068
20601,184245,DPW Maintained,New Zealand Xmas Tree,3801 Kirkham St,1.0,Sidewalk: Curb side : Yard,Private,,7,Width 0ft,37.75863514,-122.5023679
20602,134054,DPW Maintained,Sycamore: London Plane,2500 Scott St,4.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.7930428,-122.4396507
20605,89624,DPW Maintained,Hybrid Strawberry Tree,3701X Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/08 0:00,3,3x3,37.77793757,-122.4880686
20606,89509,DPW Maintained,Swamp Myrtle,4632 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/26/08 0:00,3,3x3,37.77763318,-122.4980855
20610,18123,DPW Maintained,New Zealand Xmas Tree,1400 Portola Dr,7.0,Median : Cutout,DPW,,6,10,37.73842569,-122.4671058
20611,60400,DPW Maintained,New Zealand Xmas Tree,1515 Quesada Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,9,,37.7313435,-122.3881231
20614,266681,Private,Sycamore: London Plane,1995 Evans Ave,11.0,Sidewalk: Curb side : Cutout,Private,11/8/21 0:00,3,,37.74714231,-122.3959145
20615,234702,DPW Maintained,Sycamore: London Plane,165 Henry St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.76652264,-122.4347637
20616,239491,DPW Maintained,Kwanzan Flowering Cherry,327 Moultrie St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.73999958,-122.4157704
20619,135011,DPW Maintained,Sycamore: London Plane,1160 Battery St,7.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.8020388,-122.4016801
20620,98239,Permitted Site,Kwanzan Flowering Cherry,800 Irving St,2.0,Sidewalk: Curb side : Cutout,Private,6/17/15 0:00,3,3x3,37.76411068,-122.4663289
20626,143009,DPW Maintained,Sycamore: London Plane,555 CHESTNUT ST,5.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.80378827,-122.412565
20627,95757,DPW Maintained,Brisbane Box,260 Madrid St,8.0,Sidewalk: Curb side : Cutout,SFUSD,10/25/17 16:33,3,3x3,37.72506851,-122.4302924
20629,23129,Permitted Site,Brisbane Box,1551X Valencia St,3.0,Sidewalk: Curb side : Cutout,Private,12/29/95 0:00,18,3x3,37.74762679,-122.420121
20633,389,DPW Maintained,Swamp Myrtle,3721X 19th Ave,10.0,Sidewalk: Curb side : Cutout,DPW,3/18/06 0:00,3,2,37.72079632,-122.4754285
20636,112092,DPW Maintained,Brisbane Box,729x Kirkwood Ave,5.0,Sidewalk: Curb side : Cutout,Private,,1,3x3,37.72899491,-122.3739757
20638,235241,DPW Maintained,Victorian Box,342 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76361949,-122.4309153
20642,54466,DPW Maintained,Swamp Myrtle,2025 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,7/10/09 0:00,4,3x3,37.78918082,-122.4424604
20643,9773,Permitted Site,Brisbane Box,897X Gough St,1.0,Sidewalk: Curb side : Cutout,Rec/Park,2/25/97 0:00,18,3X3,37.7814929,-122.4239968
20644,140493,DPW Maintained,New Zealand Xmas Tree,1340 TURK ST,1.0,Sidewalk: Curb side : Cutout,Private,,19,Width 0ft,37.78067127,-122.4311837
20646,195427,DPW Maintained,Sycamore: London Plane,505 Howard St,4.0,Sidewalk: Curb side : Cutout,Private,,4,Width 5ft,37.78809755,-122.3964256
20649,134105,DPW Maintained,Sycamore: London Plane,2700 Scott St,5.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79488852,-122.4400287
20657,219892,DPW Maintained,Hybrid Strawberry Tree,400 Alabama St,9.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.763833,-122.412419
20659,202626,DPW Maintained,Brisbane Box,1380 07th St,2.0,Sidewalk: Curb side : Cutout,Private,3/20/18 0:00,3,Width 4ft,37.76742287,-122.3963041
20660,141663,DPW Maintained,Swamp Myrtle,128 STANYAN BLVD,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.7792828,-122.455428
20661,17407,DPW Maintained,Southern Magnolia,1798 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.73607826,-122.3944406
20662,14162,DPW Maintained,Sycamore: London Plane,1748 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.77233772,-122.4230349
20665,135831,DPW Maintained,Cherry Plum,900 Green St,9.0,Sidewalk: Property side : Yard,Private,,6,Width 5ft,37.79893593,-122.4141868
20668,7901,DPW Maintained,Sycamore: London Plane,1188 Franklin St,9.0,Sidewalk: Curb side : Cutout,Private,,12,2X4,37.78534546,-122.4229047
20669,31292,DPW Maintained,Cherry Plum,2607 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/4/95 0:00,3,,37.7391318,-122.4744252
20674,24957,DPW Maintained,Brisbane Box,3150 03rd St,7.0,Sidewalk: Curb side : Cutout,Private,10/20/95 0:00,3,3x2,37.74952277,-122.387661
20678,30458,DPW Maintained,Hybrid Strawberry Tree,319 Union St,1.0,Sidewalk: Curb side : Cutout,Private,5/11/56 0:00,8,,37.80092214,-122.4047684
20679,54085,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2379 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,5/12/72 0:00,18,3x3,37.79247463,-122.4340896
20680,17472,DPW Maintained,Southern Magnolia,2050X Palou Ave,7.0,Sidewalk: Curb side : Cutout,DPW,,10,3X3,37.73903765,-122.3996755
20681,29876,DPW Maintained,Southern Magnolia,1900X Evans Ave,18.0,Sidewalk: Curb side : Cutout,DPW,9/11/06 0:00,3,4X4,37.74625199,-122.3940578
20688,10015,DPW Maintained,Southern Magnolia,232 Guerrero St,1.0,Sidewalk: Curb side : Cutout,DPW,8/2/19 0:00,3,3x3,37.76743991,-122.4244891
20689,183790,DPW Maintained,Southern Magnolia,1948 Santiago St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.7444327,-122.4884438
20691,138795,DPW Maintained,Sycamore: London Plane,1819 Broderick St,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.78745672,-122.4421216
20692,89475,DPW Maintained,Swamp Myrtle,4100 Anza St,2.0,Sidewalk: Curb side : Cutout,DPW,3/26/08 0:00,3,3x3,37.77789356,-122.4923246
20696,177788,DPW Maintained,New Zealand Xmas Tree,401 Cordova St,7.0,Sidewalk: Curb side : Cutout,Private,,6,Width 6ft,37.70996154,-122.434783
20698,234105,DPW Maintained,Victorian Box,1200 San Jose Ave,4.0,Front Yard : Yard,Private,,10,,37.73589155,-122.4277436
20705,224780,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1445 Church St,1.0,Sidewalk: Curb side : Cutout,Private,,21,Width 6ft,37.74780328,-122.4269524
20706,137543,DPW Maintained,Sycamore: London Plane,1480 Steiner St,12.0,Sidewalk: Curb side : Cutout,Private,,23,Width 0ft,37.78288364,-122.4343855
20707,39875,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',301 Bryant St,2.0,Sidewalk: Curb side : Cutout,Private,1/21/99 0:00,14,,37.78470874,-122.3913923
20711,18670,DPW Maintained,Sycamore: London Plane,99X Richardson Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,2x2,37.79932138,-122.4458135
20714,127334,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2519 Buchanan St,6.0,Sidewalk: Curb side : Cutout,Private,,6,Width 5ft,37.79305173,-122.4313815
20718,177785,DPW Maintained,New Zealand Xmas Tree,401 Cordova St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 6ft,37.70983281,-122.4347255
20719,139553,DPW Maintained,Swamp Myrtle,222 Saint Joseph's Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.78156526,-122.4413236
20723,84579,Permitted Site,Kwanzan Flowering Cherry,3930 24th St,1.0,Sidewalk: Curb side : Cutout,Private,12/27/12 0:00,3,3x3,37.75159956,-122.4303703
